fecha,REGION,AGLOMERADO,la_rioja_region,mayor_25_superior,pob_tot,porc_mayor_25_superior
2020-Q1,Noroeste,Gran Catamarca,2. NOA-Resto,43542,222139,19.601240664628904
2020-Q1,Noroeste,Gran Tucuman - T. Viejo,2. NOA-Resto,154845,898402,17.235602770252072
2020-Q1,Noroeste,Jujuy - Palpala,2. NOA-Resto,76072,345591,22.012147307076862
2020-Q1,Noroeste,La Rioja,3. La Rioja,38100,220733,17.26067239606221
2020-Q1,Noroeste,S. del Estero - La Banda,2. NOA-Resto,56148,401130,13.997457183456735
2020-Q1,Noroeste,Salta,2. NOA-Resto,127329,633593,20.096339448194662
2020-Q1,Pampeana,Bahia Blanca - Cerri,1. Resto país,70322,313862,22.40538835539186
2020-Q1,Pampeana,Concordia,1. Resto país,21399,160538,13.329554373419377
2020-Q1,Pampeana,Gran Cordoba,1. Resto país,323794,1560069,20.755107626649846
2020-Q1,Pampeana,Gran La Plata,1. Resto país,213925,891367,23.999654463313092
2020-Q1,Pampeana,Gran Parana,1. Resto país,61339,279825,21.920486018046994
2020-Q1,Pampeana,Gran Rosario,1. Resto país,246631,1318760,18.7017349631472
2020-Q1,Pampeana,Gran Santa Fe,1. Resto país,121996,532542,22.90824010125023
2020-Q1,Pampeana,Mar del Plata - Batan,1. Resto país,139092,642275,21.656144175002918
2020-Q1,Pampeana,Rio Cuarto,1. Resto país,39712,176967,22.44034198466381
2020-Q1,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,30509,194101,15.718105522382677
2020-Q1,Pampeana,Santa Rosa - Toay,1. Resto país,24113,127156,18.963320645506307
2020-Q1,Patagonica,Cdro. Rivadavia - R.Tilly,1. Resto país,35652,234705,15.190132293730427
2020-Q1,Patagonica,Neuquen - Plottier,1. Resto país,61603,306164,20.120915587724227
2020-Q1,Patagonica,Rawson - Trelew,1. Resto país,24737,145013,17.05847061987546
2020-Q1,Patagonica,Rio Gallegos,1. Resto país,17604,121518,14.486742704784477
2020-Q1,Patagonica,Ushuaia - Rio Grande,1. Resto país,22924,163448,14.025255738828251
2020-Q1,Patagonica,Viedma - Carmen de Patagones.,1. Resto país,15203,82443,18.440619579588322
2020-Q2,Cuyo,Gran Mendoza,1. Resto país,217475,1024387,21.229769608556143
2020-Q2,Cuyo,Gran San Juan,1. Resto país,77148,535436,14.408444706743664
2020-Q2,Cuyo,San Luis - El Chorrillo,1. Resto país,40044,235490,17.004543717355304
2020-Q2,Gran Buenos Aires,Ciudad de Buenos Aires,1. Resto país,1081558,2999750,36.05493791149262
2020-Q2,Gran Buenos Aires,Partidos del GBA,1. Resto país,1719302,12397644,13.867973624666105
2020-Q2,Nordeste,Corrientes,1. Resto país,80021,379554,21.082902564588966
2020-Q2,Nordeste,Formosa,1. Resto país,33029,252473,13.082190966954881
2020-Q2,Nordeste,Gran Resistencia,1. Resto país,56982,413883,13.767658976087446
2020-Q2,Nordeste,Posadas,1. Resto país,83638,371345,22.522990749841792
2020-Q2,Noroeste,Gran Catamarca,2. NOA-Resto,44706,222721,20.072646943934338
2020-Q2,Noroeste,Gran Tucuman - T. Viejo,2. NOA-Resto,200609,899915,22.291994243900813
2020-Q2,Noroeste,Jujuy - Palpala,2. NOA-Resto,61187,346499,17.65863682146269
2020-Q2,Noroeste,La Rioja,3. La Rioja,35885,221660,16.189208698005956
2020-Q2,Noroeste,S. del Estero - La Banda,2. NOA-Resto,70009,401989,17.415650677008575
2020-Q2,Noroeste,Salta,2. NOA-Resto,141066,635556,22.195683779242113
2020-Q2,Pampeana,Bahia Blanca - Cerri,1. Resto país,81931,314338,26.06461834076694
2020-Q2,Pampeana,Concordia,1. Resto país,16887,160725,10.506766215585628
2020-Q2,Pampeana,Gran Cordoba,1. Resto país,311990,1562520,19.96710442106341
2020-Q2,Pampeana,Gran La Plata,1. Resto país,222617,893837,24.905771410223565
2020-Q2,Pampeana,Gran Parana,1. Resto país,59156,280347,21.100992698334565
2020-Q2,Pampeana,Gran Rosario,1. Resto país,312681,1320744,23.674610673983754
2020-Q2,Pampeana,Gran Santa Fe,1. Resto país,111173,533690,20.831006764226423
2020-Q2,Pampeana,Mar del Plata - Batan,1. Resto país,141775,643586,22.028912996864445
2020-Q2,Pampeana,Rio Cuarto,1. Resto país,36388,177359,20.51657936727203
2020-Q2,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,32857,194245,16.915235913408324
2020-Q2,Pampeana,Santa Rosa - Toay,1. Resto país,26109,127559,20.468175510940036
2020-Q2,Patagonica,Cdro. Rivadavia - R.Tilly,1. Resto país,30435,235826,12.905701661394417
2020-Q2,Patagonica,Neuquen - Plottier,1. Resto país,54095,307172,17.610654616957273
2020-Q2,Patagonica,Rawson - Trelew,1. Resto país,28157,145466,19.356413182461882
2020-Q2,Patagonica,Rio Gallegos,1. Resto país,21618,122025,17.7160417947142
2020-Q2,Patagonica,Ushuaia - Rio Grande,1. Resto país,25752,164438,15.660613726754157
2020-Q2,Patagonica,Viedma - Carmen de Patagones.,1. Resto país,15725,82598,19.03799123465459
2020-Q3,Cuyo,Gran Mendoza,1. Resto país,212344,1026369,20.688855567539548
2020-Q3,Cuyo,Gran San Juan,1. Resto país,92684,536544,17.274258961054453
2020-Q3,Cuyo,San Luis - El Chorrillo,1. Resto país,39529,236436,16.718689201306063
2020-Q3,Gran Buenos Aires,Ciudad de Buenos Aires,1. Resto país,1089192,3000320,36.30252773037543
2020-Q3,Gran Buenos Aires,Partidos del GBA,1. Resto país,1987634,12435023,15.984160222301158
2020-Q3,Nordeste,Corrientes,1. Resto país,79836,380326,20.99146521668253
2020-Q3,Nordeste,Formosa,1. Resto país,33346,253104,13.174821417283015
2020-Q3,Nordeste,Gran Resistencia,1. Resto país,70486,414553,17.00289227191698
2020-Q3,Nordeste,Posadas,1. Resto país,66176,372372,17.771475835991964
2020-Q3,Noroeste,Gran Catamarca,2. NOA-Resto,41895,223325,18.759655211015335
2020-Q3,Noroeste,Gran Tucuman - T. Viejo,2. NOA-Resto,156918,901393,17.40838901566797
2020-Q3,Noroeste,Jujuy - Palpala,2. NOA-Resto,66329,347364,19.094955147914003
2020-Q3,Noroeste,La Rioja,3. La Rioja,38471,222686,17.27589520670361
2020-Q3,Noroeste,S. del Estero - La Banda,2. NOA-Resto,67547,402855,16.767075002171996
2020-Q3,Noroeste,Salta,2. NOA-Resto,133106,637319,20.885302336820335
2020-Q3,Pampeana,Bahia Blanca - Cerri,1. Resto país,77852,314754,24.734236896115696
2020-Q3,Pampeana,Concordia,1. Resto país,18456,161062,11.458941277272107
2020-Q3,Pampeana,Gran Cordoba,1. Resto país,278286,1564890,17.78310296570366
2020-Q3,Pampeana,Gran La Plata,1. Resto país,206032,896349,22.985689725765297
2020-Q3,Pampeana,Gran Parana,1. Resto país,61839,280734,22.027613327918953
2020-Q3,Pampeana,Gran Rosario,1. Resto país,309810,1322710,23.422367714767407
2020-Q3,Pampeana,Gran Santa Fe,1. Resto país,102448,534648,19.16176624620311
2020-Q3,Pampeana,Mar del Plata - Batan,1. Resto país,141937,644900,22.009148705225616
2020-Q3,Pampeana,Rio Cuarto,1. Resto país,38513,177734,21.668898466247313
2020-Q3,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,31663,194533,16.276415826620678
2020-Q3,Pampeana,Santa Rosa - Toay,1. Resto país,26604,127874,20.804854778923
2020-Q3,Patagonica,Cdro. Rivadavia - R.Tilly,1. Resto país,37229,237008,15.707908593802742
2020-Q3,Patagonica,Neuquen - Plottier,1. Resto país,63538,308096,20.622792895720814
2020-Q3,Patagonica,Rawson - Trelew,1. Resto país,25267,145845,17.32455689259145
2020-Q3,Patagonica,Rio Gallegos,1. Resto país,24621,122609,20.08090760058397
2020-Q3,Patagonica,Viedma - Carmen de Patagones.,1. Resto país,17194,82753,20.777494471499523
2020-Q4,Cuyo,Gran Mendoza,1. Resto país,224975,1028471,21.874705266361424
2020-Q4,Cuyo,Gran San Juan,1. Resto país,98373,537706,18.294941845543846
2020-Q4,Cuyo,San Luis - El Chorrillo,1. Resto país,43289,237302,18.24215556548196
2020-Q4,Gran Buenos Aires,Ciudad de Buenos Aires,1. Resto país,1192665,3000836,39.74442455369104
2020-Q4,Gran Buenos Aires,Partidos del GBA,1. Resto país,1650250,12472789,13.230801867970346
2020-Q4,Nordeste,Corrientes,1. Resto país,69439,381032,18.22392869890193
2020-Q4,Nordeste,Formosa,1. Resto país,33247,253774,13.101026897948568
2020-Q4,Nordeste,Gran Resistencia,1. Resto país,70916,415204,17.079796919104826
2020-Q4,Nordeste,Posadas,1. Resto país,72598,373573,19.433417297288617
2020-Q4,Noroeste,Gran Catamarca,2. NOA-Resto,41392,223964,18.48154167634084
2020-Q4,Noroeste,Gran Tucuman - T. Viejo,2. NOA-Resto,177292,902831,19.637340764772144
2020-Q4,Noroeste,Jujuy - Palpala,2. NOA-Resto,61158,348142,17.56696979967944
2020-Q4,Noroeste,La Rioja,3. La Rioja,41065,223489,18.37450612781837
2020-Q4,Noroeste,S. del Estero - La Banda,2. NOA-Resto,73339,403754,18.164278248636545
2020-Q4,Noroeste,Salta,2. NOA-Resto,130762,639213,20.45671787025608
2020-Q4,Pampeana,Bahia Blanca - Cerri,1. Resto país,66072,315157,20.964788978191823
2020-Q4,Pampeana,Concordia,1. Resto país,20564,161336,12.746070312887388
2020-Q4,Pampeana,Gran Cordoba,1. Resto país,394433,1567274,25.16681831000833
2020-Q4,Pampeana,Gran La Plata,1. Resto país,248888,898876,27.68880245996111
2020-Q4,Pampeana,Gran Parana,1. Resto país,59415,281105,21.136230234254107
2020-Q4,Pampeana,Gran Rosario,1. Resto país,266871,1324860,20.143335899642224
2020-Q4,Pampeana,Gran Santa Fe,1. Resto país,113370,535795,21.159212012056848
2020-Q4,Pampeana,Mar del Plata - Batan,1. Resto país,164891,646196,25.517180545840578
2020-Q4,Pampeana,Rio Cuarto,1. Resto país,37642,178080,21.137690925426774
2020-Q4,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,32850,194754,16.867432761329678
2020-Q4,Pampeana,Santa Rosa - Toay,1. Resto país,25396,128130,19.820494809958635
2020-Q4,Patagonica,Cdro. Rivadavia - R.Tilly,1. Resto país,37779,238166,15.862465675201332
2020-Q4,Patagonica,Neuquen - Plottier,1. Resto país,59651,309131,19.29635009106172
2020-Q4,Patagonica,Rawson - Trelew,1. Resto país,28362,146263,19.39109685976631
2020-Q4,Patagonica,Rio Gallegos,1. Resto país,20117,123232,16.3244936380161
2020-Q4,Patagonica,Ushuaia - Rio Grande,1. Resto país,24822,166243,14.931154995999831
2020-Q4,Patagonica,Viedma - Carmen de Patagones.,1. Resto país,17399,82986,20.966187067698165
2021-Q1,Cuyo,Gran Mendoza,1. Resto país,226187,1030445,21.950419478962974
2021-Q1,Cuyo,Gran San Juan,1. Resto país,90865,538954,16.859509345881097
2021-Q1,Cuyo,San Luis - El Chorrillo,1. Resto país,49937,238195,20.964755767333486
2021-Q1,Gran Buenos Aires,Ciudad de Buenos Aires,1. Resto país,1304038,3001386,43.447860421818454
2021-Q1,Gran Buenos Aires,Partidos del GBA,1. Resto país,2087233,12510133,16.684339007427017
2021-Q1,Nordeste,Corrientes,1. Resto país,77077,381798,20.187900408069186
2021-Q1,Nordeste,Formosa,1. Resto país,31714,254433,12.464578101111098
2021-Q1,Nordeste,Gran Resistencia,1. Resto país,56287,415907,13.533554376338941
2021-Q1,Nordeste,Posadas,1. Resto país,82824,374695,22.104378227625133
2021-Q1,Noroeste,Gran Catamarca,2. NOA-Resto,43651,224511,19.44269991225374
2021-Q1,Noroeste,Gran Tucuman - T. Viejo,2. NOA-Resto,171886,904354,19.006495244119005
2021-Q1,Noroeste,Jujuy - Palpala,2. NOA-Resto,66565,348927,19.077056232392447
2021-Q1,Noroeste,La Rioja,3. La Rioja,38756,224486,17.264328287732866
2021-Q1,Noroeste,S. del Estero - La Banda,2. NOA-Resto,64391,404668,15.912056302944636
2021-Q1,Noroeste,Salta,2. NOA-Resto,131269,641092,20.475844340593863
2021-Q1,Pampeana,Bahia Blanca - Cerri,1. Resto país,69411,315604,21.993067261504923
2021-Q1,Pampeana,Concordia,1. Resto país,22856,161626,14.141289149023054
2021-Q1,Pampeana,Gran Cordoba,1. Resto país,332550,1569690,21.185711828450206
2021-Q1,Pampeana,Gran La Plata,1. Resto país,236724,901311,26.26440817875295
2021-Q1,Pampeana,Gran Parana,1. Resto país,68414,281477,24.30536065113668
2021-Q1,Pampeana,Gran Rosario,1. Resto país,286822,1326855,21.616680044164585
2021-Q1,Pampeana,Gran Santa Fe,1. Resto país,114143,536865,21.26102465238002
2021-Q1,Pampeana,Mar del Plata - Batan,1. Resto país,150451,647498,23.235747446324158
2021-Q1,Pampeana,Rio Cuarto,1. Resto país,38235,178416,21.4302528921173
2021-Q1,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,27985,195154,14.339957162036136
2021-Q1,Pampeana,Santa Rosa - Toay,1. Resto país,25013,128448,19.473249875435975
2021-Q1,Patagonica,Cdro. Rivadavia - R.Tilly,1. Resto país,39283,239323,16.41421844118618
2021-Q1,Patagonica,Neuquen - Plottier,1. Resto país,48547,310151,15.652698201843618
2021-Q1,Patagonica,Rawson - Trelew,1. Resto país,28491,146627,19.430937003416833
2021-Q1,Patagonica,Rio Gallegos,1. Resto país,20508,123769,16.569577196228458
2021-Q1,Patagonica,Ushuaia - Rio Grande,1. Resto país,25133,167154,15.035835217823085
2021-Q1,Patagonica,Viedma - Carmen de Patagones.,1. Resto país,15299,83186,18.391315846416465
2021-Q2,Cuyo,Gran Mendoza,1. Resto país,233110,1032354,22.580432681037706
2021-Q2,Cuyo,Gran San Juan,1. Resto país,90643,540107,16.782415336220417
2021-Q2,Cuyo,San Luis - El Chorrillo,1. Resto país,44499,239034,18.616180125003137
2021-Q2,Gran Buenos Aires,Ciudad de Buenos Aires,1. Resto país,1293800,3001892,43.09948525796398
2021-Q2,Gran Buenos Aires,Partidos del GBA,1. Resto país,2195055,12546479,17.495386554267537
2021-Q2,Nordeste,Corrientes,1. Resto país,76583,382565,20.018297544208174
2021-Q2,Nordeste,Formosa,1. Resto país,34367,255082,13.47292243278632
2021-Q2,Nordeste,Gran Resistencia,1. Resto país,68801,416599,16.514922023336588
2021-Q2,Nordeste,Posadas,1. Resto país,74613,375807,19.854074032681666
2021-Q2,Noroeste,Gran Catamarca,2. NOA-Resto,43722,225090,19.42423030787685
2021-Q2,Noroeste,Gran Tucuman - T. Viejo,2. NOA-Resto,171848,905778,18.972419290377996
2021-Q2,Noroeste,Jujuy - Palpala,2. NOA-Resto,68431,349792,19.563340499496846
2021-Q2,Noroeste,La Rioja,3. La Rioja,39768,225354,17.646902207194014
2021-Q2,Noroeste,S. del Estero - La Banda,2. NOA-Resto,61639,405517,15.200102585095078
2021-Q2,Noroeste,Salta,2. NOA-Resto,135173,642934,21.02439752758448
2021-Q2,Pampeana,Bahia Blanca - Cerri,1. Resto país,76535,316048,24.21625828988002
2021-Q2,Pampeana,Concordia,1. Resto país,20059,161854,12.393268006969244
2021-Q2,Pampeana,Gran Cordoba,1. Resto país,327026,1572001,20.803167428010543
2021-Q2,Pampeana,Gran La Plata,1. Resto país,243722,903760,26.967557758696998
2021-Q2,Pampeana,Gran Parana,1. Resto país,71081,281826,25.221590626840673
2021-Q2,Pampeana,Gran Rosario,1. Resto país,290068,1328792,21.829451110482303
2021-Q2,Pampeana,Gran Santa Fe,1. Resto país,111647,537885,20.756667317363377
2021-Q2,Pampeana,Mar del Plata - Batan,1. Resto país,148124,648775,22.831335979345692
2021-Q2,Pampeana,Rio Cuarto,1. Resto país,38591,178737,21.59094087961642
2021-Q2,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,31709,195443,16.224167660136203
2021-Q2,Pampeana,Santa Rosa - Toay,1. Resto país,22046,128755,17.122441846918566
2021-Q2,Patagonica,Cdro. Rivadavia - R.Tilly,1. Resto país,37092,240426,15.427615981632602
2021-Q2,Patagonica,Neuquen - Plottier,1. Resto país,52151,311055,16.765845268521645
2021-Q2,Patagonica,Rawson - Trelew,1. Resto país,28173,147008,19.16426316935133
2021-Q2,Patagonica,Rio Gallegos,1. Resto país,21100,124302,16.97478721179064
2021-Q2,Patagonica,Ushuaia - Rio Grande,1. Resto país,29869,168015,17.777579382793203
2021-Q2,Patagonica,Viedma - Carmen de Patagones.,1. Resto país,15070,83373,18.07539611145095
2021-Q3,Cuyo,Gran Mendoza,1. Resto país,242469,1034362,23.441406393506337
2021-Q3,Cuyo,Gran San Juan,1. Resto país,88039,541289,16.264694091326444
2021-Q3,Cuyo,San Luis - El Chorrillo,1. Resto país,42407,239934,17.674443805379813
2021-Q3,Gran Buenos Aires,Ciudad de Buenos Aires,1. Resto país,1229150,3002328,40.93989730635693
2021-Q3,Gran Buenos Aires,Partidos del GBA,1. Resto país,2305529,12583808,18.32139365126995
2021-Q3,Nordeste,Corrientes,1. Resto país,79107,383321,20.637272677468754
2021-Q3,Nordeste,Formosa,1. Resto país,36785,255751,14.383130466743044
2021-Q3,Nordeste,Gran Resistencia,1. Resto país,65900,417284,15.792601681348915
2021-Q3,Nordeste,Posadas,1. Resto país,63760,376903,16.916819446913397
2021-Q3,Noroeste,Gran Catamarca,2. NOA-Resto,44267,225680,19.614941510102803
2021-Q3,Noroeste,Gran Tucuman - T. Viejo,2. NOA-Resto,165690,907220,18.2634862547122
2021-Q3,Noroeste,Jujuy - Palpala,2. NOA-Resto,67995,350588,19.39455999634899
2021-Q3,Noroeste,La Rioja,3. La Rioja,45087,226249,19.928043880856933
2021-Q3,Noroeste,S. del Estero - La Banda,2. NOA-Resto,70462,406456,17.335701773377686
2021-Q3,Noroeste,Salta,2. NOA-Resto,126645,644875,19.638689668540415
2021-Q3,Pampeana,Bahia Blanca - Cerri,1. Resto país,84330,316457,26.648170209538733
2021-Q3,Pampeana,Concordia,1. Resto país,22343,162162,13.778197111530444
2021-Q3,Pampeana,Gran Cordoba,1. Resto país,378956,1574374,24.07026538802089
2021-Q3,Pampeana,Gran La Plata,1. Resto país,249265,906234,27.50558906419313
2021-Q3,Pampeana,Gran Parana,1. Resto país,75155,282222,26.62974537775227
2021-Q3,Pampeana,Gran Rosario,1. Resto país,309261,1330856,23.237750740876546
2021-Q3,Pampeana,Gran Santa Fe,1. Resto país,120063,538938,22.277701702236623
2021-Q3,Pampeana,Mar del Plata - Batan,1. Resto país,142067,650049,21.854814021712208
2021-Q3,Pampeana,Rio Cuarto,1. Resto país,41409,179123,23.11763425132451
2021-Q3,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,31983,195753,16.33844692035371
2021-Q3,Pampeana,Santa Rosa - Toay,1. Resto país,21381,129048,16.56825367305189
2021-Q3,Patagonica,Cdro. Rivadavia - R.Tilly,1. Resto país,38164,241607,15.795899953229831
2021-Q3,Patagonica,Neuquen - Plottier,1. Resto país,57386,311976,18.394363669000178
2021-Q3,Patagonica,Rawson - Trelew,1. Resto país,23379,147363,15.864905030435047
2021-Q3,Patagonica,Rio Gallegos,1. Resto país,22334,124917,17.8790717036112
2021-Q3,Patagonica,Ushuaia - Rio Grande,1. Resto país,25174,168859,14.908296270853198
2021-Q3,Patagonica,Viedma - Carmen de Patagones.,1. Resto país,16359,83575,19.57403529763685
