fecha,REGION,AGLOMERADO,la_rioja_region,mayor_25_superior,pob_tot,porc_mayor_25_superior
2009-Q3,Pampeana,Gran Santa Fe,1. Resto país,77966,501567,15.544483588433849
2009-Q3,Pampeana,Mar del Plata - Batan,1. Resto país,96609,613437,15.748805500809373
2009-Q3,Pampeana,Rio Cuarto,1. Resto país,29464,163147,18.059786572845347
2009-Q3,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,23126,178873,12.92872596758594
2009-Q3,Pampeana,Santa Rosa - Toay,1. Resto país,17215,119387,14.419492909613274
2009-Q3,Patagonica,Cdro. Rivadavia - R.Tilly,1. Resto país,19876,142332,13.964533625607734
2009-Q3,Patagonica,Neuquen - Plottier,1. Resto país,39069,261540,14.938059187887129
2009-Q3,Patagonica,Rawson - Trelew,1. Resto país,14253,127639,11.166649691708647
2009-Q3,Patagonica,Rio Gallegos,1. Resto país,12713,90164,14.099862472827294
2009-Q3,Patagonica,Ushuaia - Rio Grande,1. Resto país,18074,119576,15.11507325884793
2009-Q3,Patagonica,Viedma - Carmen de Patagones.,1. Resto país,9639,75349,12.792472361942428
2009-Q4,Cuyo,Gran Mendoza,1. Resto país,157450,897698,17.539306091803702
2009-Q4,Cuyo,Gran San Juan,1. Resto país,63068,464476,13.578311904167276
2009-Q4,Cuyo,San Luis - El Chorrillo,1. Resto país,24843,200323,12.401471623328325
2009-Q4,Gran Buenos Aires,Ciudad de Buenos Aires,1. Resto país,939716,2988938,31.43979567324581
2009-Q4,Gran Buenos Aires,Partidos del GBA,1. Resto país,1105619,9996947,11.05956648564807
2009-Q4,Nordeste,Corrientes,1. Resto país,61694,354986,17.37927692923101
2009-Q4,Nordeste,Formosa,1. Resto país,26394,237314,11.121973419183023
2009-Q4,Nordeste,Gran Resistencia,1. Resto país,42674,386457,11.042366938624479
2009-Q4,Nordeste,Posadas,1. Resto país,28508,295529,9.646430637940776
2009-Q4,Noroeste,Gran Catamarca,2. NOA-Resto,26596,202530,13.131881696538784
2009-Q4,Noroeste,Gran Tucuman - T. Viejo,2. NOA-Resto,134716,806655,16.70057211571242
2009-Q4,Noroeste,Jujuy - Palpala,2. NOA-Resto,42080,306124,13.746063686610654
2009-Q4,Noroeste,La Rioja,3. La Rioja,25133,179463,14.00455804260488
2009-Q4,Noroeste,S. del Estero - La Banda,2. NOA-Resto,41601,367054,11.333754706391975
2009-Q4,Noroeste,Salta,2. NOA-Resto,78300,531676,14.727014196615984
2009-Q4,Pampeana,Bahia Blanca - Cerri,1. Resto país,44212,308641,14.324733266157121
2009-Q4,Pampeana,Concordia,1. Resto país,15273,151125,10.10620347394541
2009-Q4,Pampeana,Gran Cordoba,1. Resto país,276994,1397899,19.815022401475357
2009-Q4,Pampeana,Gran La Plata,1. Resto país,169193,740752,22.840707821241114
2009-Q4,Pampeana,Gran Parana,1. Resto país,45212,274477,16.472054124753623
2009-Q4,Pampeana,Gran Rosario,1. Resto país,199783,1256420,15.900972604702249
2009-Q4,Pampeana,Gran Santa Fe,1. Resto país,74259,502919,14.765598436328714
2009-Q4,Pampeana,Mar del Plata - Batan,1. Resto país,109244,614758,17.77024455151458
2009-Q4,Pampeana,Rio Cuarto,1. Resto país,29368,163486,17.963617679801327
2009-Q4,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,23681,179144,13.218974679587369
2009-Q4,Pampeana,Santa Rosa - Toay,1. Resto país,17262,119970,14.388597149287321
2009-Q4,Patagonica,Cdro. Rivadavia - R.Tilly,1. Resto país,18235,142654,12.782676966646573
2009-Q4,Patagonica,Neuquen - Plottier,1. Resto país,39281,262606,14.958150232667952
2009-Q4,Patagonica,Rawson - Trelew,1. Resto país,14576,127911,11.395423380319128
2009-Q4,Patagonica,Rio Gallegos,1. Resto país,11668,90559,12.884417893307127
2009-Q4,Patagonica,Ushuaia - Rio Grande,1. Resto país,17516,120287,14.561839600289309
2009-Q4,Patagonica,Viedma - Carmen de Patagones.,1. Resto país,10194,75564,13.490551056058441
2010-Q1,Cuyo,Gran Mendoza,1. Resto país,159664,899495,17.750404393576396
2010-Q1,Cuyo,Gran San Juan,1. Resto país,66841,466053,14.341931067925751
2010-Q1,Cuyo,San Luis - El Chorrillo,1. Resto país,24084,201523,11.950993186881895
2010-Q1,Gran Buenos Aires,Ciudad de Buenos Aires,1. Resto país,954665,2990525,31.922990110432114
2010-Q1,Gran Buenos Aires,Partidos del GBA,1. Resto país,1192399,10020231,11.899915281394211
2010-Q1,Nordeste,Corrientes,1. Resto país,61425,356277,17.240798592106703
2010-Q1,Nordeste,Formosa,1. Resto país,24499,238393,10.276727924058173
2010-Q1,Nordeste,Gran Resistencia,1. Resto país,46364,387897,11.952657535376659
2010-Q1,Nordeste,Posadas,1. Resto país,30318,296691,10.21871239774715
2010-Q1,Noroeste,Gran Catamarca,2. NOA-Resto,29400,203483,14.448381437269944
2010-Q1,Noroeste,Gran Tucuman - T. Viejo,2. NOA-Resto,138499,808702,17.126085999540003
2010-Q1,Noroeste,Jujuy - Palpala,2. NOA-Resto,42633,307310,13.872962155478183
2010-Q1,Noroeste,La Rioja,3. La Rioja,24401,180367,13.528527945799398
2010-Q1,Noroeste,S. del Estero - La Banda,2. NOA-Resto,45743,368465,12.414476273187413
2010-Q1,Noroeste,Salta,2. NOA-Resto,82996,533879,15.545844657684608
2010-Q1,Pampeana,Bahia Blanca - Cerri,1. Resto país,49491,309264,16.00283253142946
2010-Q1,Pampeana,Concordia,1. Resto país,17297,151520,11.41565469904963
2010-Q1,Pampeana,Gran Cordoba,1. Resto país,285730,1400946,20.39550418074644
2010-Q1,Pampeana,Gran La Plata,1. Resto país,160929,742370,21.677734822258444
2010-Q1,Pampeana,Gran Parana,1. Resto país,43788,275350,15.90266932994371
2010-Q1,Pampeana,Gran Rosario,1. Resto país,208569,1258397,16.574181279834583
2010-Q1,Pampeana,Gran Santa Fe,1. Resto país,77025,504127,15.27888805796952
2010-Q1,Pampeana,Mar del Plata - Batan,1. Resto país,100021,616123,16.23393380867132
2010-Q1,Pampeana,Rio Cuarto,1. Resto país,29471,163823,17.989537488631022
2010-Q1,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,24015,179381,13.387705498352668
2010-Q1,Pampeana,Santa Rosa - Toay,1. Resto país,16370,120441,13.59171710630101
2010-Q1,Patagonica,Cdro. Rivadavia - R.Tilly,1. Resto país,16915,142879,11.838688680631863
2010-Q1,Patagonica,Neuquen - Plottier,1. Resto país,38493,263688,14.59793392190771
2010-Q1,Patagonica,Rawson - Trelew,1. Resto país,14795,128367,11.525547843293058
2010-Q1,Patagonica,Rio Gallegos,1. Resto país,11982,90925,13.177893868572998
2010-Q1,Patagonica,Ushuaia - Rio Grande,1. Resto país,16647,121008,13.756941689805632
2010-Q1,Patagonica,Viedma - Carmen de Patagones.,1. Resto país,11087,75855,14.616043767714718
2010-Q2,Cuyo,Gran Mendoza,1. Resto país,160843,901197,17.847706994142236
2010-Q2,Cuyo,Gran San Juan,1. Resto país,67501,467501,14.438685692650925
2010-Q2,Cuyo,San Luis - El Chorrillo,1. Resto país,25214,202523,12.449943956982663
2010-Q2,Gran Buenos Aires,Ciudad de Buenos Aires,1. Resto país,977431,2992000,32.66814839572192
2010-Q2,Gran Buenos Aires,Partidos del GBA,1. Resto país,1179582,10042624,11.745754894338372
2010-Q2,Nordeste,Corrientes,1. Resto país,60361,357550,16.881834708432386
2010-Q2,Nordeste,Formosa,1. Resto país,24655,239488,10.29487907536077
2010-Q2,Nordeste,Gran Resistencia,1. Resto país,50209,389208,12.900300096606443
2010-Q2,Nordeste,Posadas,1. Resto país,34625,297849,11.625018046056896
2010-Q2,Noroeste,Gran Catamarca,2. NOA-Resto,27959,204412,13.677768428467996
2010-Q2,Noroeste,Gran Tucuman - T. Viejo,2. NOA-Resto,147811,810718,18.23211030222593
2010-Q2,Noroeste,Jujuy - Palpala,2. NOA-Resto,37012,308402,12.00121918794301
2010-Q2,Noroeste,La Rioja,3. La Rioja,25858,181414,14.253585721057913
2010-Q2,Noroeste,S. del Estero - La Banda,2. NOA-Resto,41094,369842,11.111231282547683
2010-Q2,Noroeste,Salta,2. NOA-Resto,93379,536017,17.420902695250337
2010-Q2,Pampeana,Bahia Blanca - Cerri,1. Resto país,49178,309886,15.869706924481905
2010-Q2,Pampeana,Concordia,1. Resto país,15890,151990,10.45463517336667
2010-Q2,Pampeana,Gran Cordoba,1. Resto país,281856,1403970,20.075642641936795
2010-Q2,Pampeana,Gran La Plata,1. Resto país,163157,744000,21.92970430107527
2010-Q2,Pampeana,Gran Parana,1. Resto país,48068,276142,17.406986260691962
2010-Q2,Pampeana,Gran Rosario,1. Resto país,210615,1260416,16.709959251548696
2010-Q2,Pampeana,Gran Santa Fe,1. Resto país,77155,505419,15.26555194798771
2010-Q2,Pampeana,Mar del Plata - Batan,1. Resto país,112703,617423,18.25377415483388
2010-Q2,Pampeana,Rio Cuarto,1. Resto país,30092,164145,18.332571811508117
2010-Q2,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,26512,179599,14.761774842844336
2010-Q2,Pampeana,Santa Rosa - Toay,1. Resto país,17522,120969,14.484702692425333
2010-Q2,Patagonica,Cdro. Rivadavia - R.Tilly,1. Resto país,18101,143171,12.642923497076922
2010-Q2,Patagonica,Neuquen - Plottier,1. Resto país,40201,264660,15.189677321846897
2010-Q2,Patagonica,Rawson - Trelew,1. Resto país,13398,128770,10.404597344101887
2010-Q2,Patagonica,Rio Gallegos,1. Resto país,13488,91203,14.78898720436828
2010-Q2,Patagonica,Ushuaia - Rio Grande,1. Resto país,16717,121709,13.735220895743124
2010-Q2,Patagonica,Viedma - Carmen de Patagones.,1. Resto país,10522,76061,13.833633530981713
2010-Q3,Cuyo,Gran Mendoza,1. Resto país,162301,902953,17.974468217061133
2010-Q3,Cuyo,Gran San Juan,1. Resto país,71473,469043,15.238048537127726
2010-Q3,Cuyo,San Luis - El Chorrillo,1. Resto país,25437,203718,12.486378228727947
2010-Q3,Gran Buenos Aires,Ciudad de Buenos Aires,1. Resto país,972117,2993535,32.4738812140162
2010-Q3,Gran Buenos Aires,Partidos del GBA,1. Resto país,1147610,10065874,11.400997071888641
2010-Q3,Nordeste,Corrientes,1. Resto país,61856,358904,17.234692285402225
2010-Q3,Nordeste,Formosa,1. Resto país,25882,240704,10.752625631480988
2010-Q3,Nordeste,Gran Resistencia,1. Resto país,50059,390571,12.816875804911271
2010-Q3,Nordeste,Posadas,1. Resto país,39348,299061,13.157181979596135
2010-Q3,Noroeste,Gran Catamarca,2. NOA-Resto,29146,205284,14.1978917012529
2010-Q3,Noroeste,Gran Tucuman - T. Viejo,2. NOA-Resto,155725,812841,19.15811333335794
2010-Q3,Noroeste,Jujuy - Palpala,2. NOA-Resto,45065,309626,14.554656262716955
2010-Q3,Noroeste,La Rioja,3. La Rioja,26123,182441,14.318601630116037
2010-Q3,Noroeste,S. del Estero - La Banda,2. NOA-Resto,36313,371240,9.781542937183493
2010-Q3,Noroeste,Salta,2. NOA-Resto,87255,538154,16.21376037342471
2010-Q3,Pampeana,Bahia Blanca - Cerri,1. Resto país,48186,310413,15.523190072580723
2010-Q3,Pampeana,Concordia,1. Resto país,16084,152517,10.545709658595435
2010-Q3,Pampeana,Gran Cordoba,1. Resto país,288626,1407072,20.512525300766416
2010-Q3,Pampeana,Gran La Plata,1. Resto país,167731,745758,22.491344377130382
2010-Q3,Pampeana,Gran Parana,1. Resto país,48665,277029,17.56675293922297
2010-Q3,Pampeana,Gran Rosario,1. Resto país,204314,1262345,16.185274231687853
2010-Q3,Pampeana,Gran Santa Fe,1. Resto país,77014,506657,15.200421586990803
2010-Q3,Pampeana,Mar del Plata - Batan,1. Resto país,96194,618777,15.545826687158701
2010-Q3,Pampeana,Rio Cuarto,1. Resto país,29103,164528,17.688782456481572
2010-Q3,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,26534,179871,14.751683150702446
2010-Q3,Pampeana,Santa Rosa - Toay,1. Resto país,16610,121468,13.674383376691804
2010-Q3,Patagonica,Cdro. Rivadavia - R.Tilly,1. Resto país,19594,143454,13.65873381014123
2010-Q3,Patagonica,Neuquen - Plottier,1. Resto país,44695,265714,16.820717011523666
2010-Q3,Patagonica,Rawson - Trelew,1. Resto país,14243,129207,11.023396565201576
2010-Q3,Patagonica,Rio Gallegos,1. Resto país,15087,91549,16.479699395951894
2010-Q3,Patagonica,Ushuaia - Rio Grande,1. Resto país,16306,122446,13.3168907110073
2010-Q3,Patagonica,Viedma - Carmen de Patagones.,1. Resto país,11131,76330,14.582732870431023
2010-Q4,Cuyo,Gran Mendoza,1. Resto país,159287,904771,17.605228284284088
2010-Q4,Cuyo,Gran San Juan,1. Resto país,72909,470562,15.494026291965776
2010-Q4,Cuyo,San Luis - El Chorrillo,1. Resto país,27289,204800,13.32470703125
2010-Q4,Gran Buenos Aires,Ciudad de Buenos Aires,1. Resto país,1013581,2995050,33.841872422831
2010-Q4,Gran Buenos Aires,Partidos del GBA,1. Resto país,1173529,10089033,11.631729225189371
2010-Q4,Nordeste,Corrientes,1. Resto país,62344,360255,17.305519701322673
2010-Q4,Nordeste,Formosa,1. Resto país,23835,241801,9.85727933300524
2010-Q4,Nordeste,Gran Resistencia,1. Resto país,42989,391962,10.967644822712405
2010-Q4,Nordeste,Posadas,1. Resto país,36896,300200,12.290473017988008
2010-Q4,Noroeste,Gran Catamarca,2. NOA-Resto,32304,206235,15.663684631609573
2010-Q4,Noroeste,Gran Tucuman - T. Viejo,2. NOA-Resto,142492,814915,17.48550462318156
2010-Q4,Noroeste,Jujuy - Palpala,2. NOA-Resto,44934,310756,14.459576001750571
2010-Q4,Noroeste,La Rioja,3. La Rioja,27507,183413,14.997301172763109
2010-Q4,Noroeste,S. del Estero - La Banda,2. NOA-Resto,44939,372639,12.059660958729495
2010-Q4,Noroeste,Salta,2. NOA-Resto,85976,540319,15.912081566630084
2010-Q4,Pampeana,Bahia Blanca - Cerri,1. Resto país,51266,311085,16.47974026391501
2010-Q4,Pampeana,Concordia,1. Resto país,17677,152986,11.55465205966559
2010-Q4,Pampeana,Gran Cordoba,1. Resto país,272847,1410132,19.349039664371844
2010-Q4,Pampeana,Gran La Plata,1. Resto país,169276,747361,22.6498305370497
2010-Q4,Pampeana,Gran Parana,1. Resto país,43273,277902,15.571316507257954
2010-Q4,Pampeana,Gran Rosario,1. Resto país,224859,1264321,17.784961255883594
2010-Q4,Pampeana,Gran Santa Fe,1. Resto país,73798,507908,14.529796734841744
2010-Q4,Pampeana,Mar del Plata - Batan,1. Resto país,103195,620095,16.641804884735404
2010-Q4,Pampeana,Rio Cuarto,1. Resto país,28760,164833,17.447962483240616
2010-Q4,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,22877,180170,12.697452406060941
2010-Q4,Pampeana,Santa Rosa - Toay,1. Resto país,15479,122007,12.686976976730843
2010-Q4,Patagonica,Cdro. Rivadavia - R.Tilly,1. Resto país,22742,143669,15.829441285176344
2010-Q4,Patagonica,Neuquen - Plottier,1. Resto país,39458,266733,14.793070223781834
2010-Q4,Patagonica,Rawson - Trelew,1. Resto país,13797,129575,10.647887323943662
2010-Q4,Patagonica,Rio Gallegos,1. Resto país,13979,91911,15.209278541197463
2010-Q4,Patagonica,Ushuaia - Rio Grande,1. Resto país,16954,123193,13.762145576453207
2010-Q4,Patagonica,Viedma - Carmen de Patagones.,1. Resto país,11150,76578,14.560317584684896
2011-Q1,Cuyo,Gran Mendoza,1. Resto país,163099,906535,17.99147302641376
2011-Q1,Cuyo,Gran San Juan,1. Resto país,72730,472126,15.404786010514144
2011-Q1,Cuyo,San Luis - El Chorrillo,1. Resto país,27667,206006,13.430191353649892
2011-Q1,Gran Buenos Aires,Ciudad de Buenos Aires,1. Resto país,965138,2996533,32.20848894372263
2011-Q1,Gran Buenos Aires,Partidos del GBA,1. Resto país,1139421,10112081,11.267918047729246
2011-Q1,Nordeste,Corrientes,1. Resto país,62772,361547,17.36205804501213
2011-Q1,Nordeste,Formosa,1. Resto país,26748,242874,11.013117912991923
2011-Q1,Nordeste,Gran Resistencia,1. Resto país,44110,393311,11.215043566032987
2011-Q1,Nordeste,Posadas,1. Resto país,33479,301308,11.111221739880786
2011-Q1,Noroeste,Gran Catamarca,2. NOA-Resto,34205,207183,16.509559181979217
2011-Q1,Noroeste,Gran Tucuman - T. Viejo,2. NOA-Resto,148012,816919,18.118320176174137
2011-Q1,Noroeste,Jujuy - Palpala,2. NOA-Resto,47775,311975,15.31372706146326
2011-Q1,Noroeste,La Rioja,3. La Rioja,29703,184453,16.10328918477878
2011-Q1,Noroeste,S. del Estero - La Banda,2. NOA-Resto,45892,374028,12.269669650400505
2011-Q1,Noroeste,Salta,2. NOA-Resto,84558,542467,15.587676301046885
2011-Q1,Pampeana,Bahia Blanca - Cerri,1. Resto país,57260,311655,18.372880268245336
2011-Q1,Pampeana,Concordia,1. Resto país,17336,153400,11.301173402868319
2011-Q1,Pampeana,Gran Cordoba,1. Resto país,301446,1413227,21.33033122067439
2011-Q1,Pampeana,Gran La Plata,1. Resto país,163353,748992,21.809712253268394
2011-Q1,Pampeana,Gran Parana,1. Resto país,43653,278725,15.661673692707867
2011-Q1,Pampeana,Gran Rosario,1. Resto país,221855,1266380,17.518833209621125
2011-Q1,Pampeana,Gran Santa Fe,1. Resto país,92021,509233,18.070509963022822
2011-Q1,Pampeana,Mar del Plata - Batan,1. Resto país,109456,621404,17.61430566909772
2011-Q1,Pampeana,Rio Cuarto,1. Resto país,30478,165157,18.453955932839662
2011-Q1,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,23599,180389,13.082283287783621
2011-Q1,Pampeana,Santa Rosa - Toay,1. Resto país,18980,122548,15.487808858569704
2011-Q1,Patagonica,Cdro. Rivadavia - R.Tilly,1. Resto país,20901,143988,14.515792982748563
2011-Q1,Patagonica,Neuquen - Plottier,1. Resto país,40666,267835,15.18322848022103
2011-Q1,Patagonica,Rawson - Trelew,1. Resto país,16219,129934,12.482491110871672
2011-Q1,Patagonica,Rio Gallegos,1. Resto país,12779,92278,13.848371226077722
2011-Q1,Patagonica,Ushuaia - Rio Grande,1. Resto país,16296,123894,13.153179330718196
2011-Q1,Patagonica,Viedma - Carmen de Patagones.,1. Resto país,11320,76816,14.736513226411162
2011-Q2,Cuyo,Gran Mendoza,1. Resto país,160515,908312,17.671791190692186
2011-Q2,Cuyo,Gran San Juan,1. Resto país,67519,473615,14.256094084857954
2011-Q2,Cuyo,San Luis - El Chorrillo,1. Resto país,25372,207133,12.249134613991975
2011-Q2,Gran Buenos Aires,Ciudad de Buenos Aires,1. Resto país,983822,2997973,32.816239505826104
2011-Q2,Gran Buenos Aires,Partidos del GBA,1. Resto país,1170765,10134376,11.552413291158725
2011-Q2,Nordeste,Corrientes,1. Resto país,64632,362888,17.81045391415533
2011-Q2,Nordeste,Formosa,1. Resto país,26872,243964,11.014739879654375
2011-Q2,Nordeste,Gran Resistencia,1. Resto país,49186,394744,12.460227387876701
2011-Q2,Nordeste,Posadas,1. Resto país,37281,302428,12.32723160553917
2011-Q2,Noroeste,Gran Catamarca,2. NOA-Resto,33547,208067,16.123171862909544
2011-Q2,Noroeste,Gran Tucuman - T. Viejo,2. NOA-Resto,138570,818999,16.919434578064198
2011-Q2,Noroeste,Jujuy - Palpala,2. NOA-Resto,48472,313066,15.482997195479548
2011-Q2,Noroeste,La Rioja,3. La Rioja,27381,185395,14.76900671539146
2011-Q2,Noroeste,S. del Estero - La Banda,2. NOA-Resto,44539,375434,11.863336831507002
2011-Q2,Noroeste,Salta,2. NOA-Resto,84120,544597,15.446284133037825
2011-Q2,Pampeana,Bahia Blanca - Cerri,1. Resto país,48207,312247,15.438739203258958
2011-Q2,Pampeana,Concordia,1. Resto país,17389,153862,11.301685926349586
2011-Q2,Pampeana,Gran Cordoba,1. Resto país,275997,1416196,19.488615982533492
2011-Q2,Pampeana,Gran La Plata,1. Resto país,196915,750623,26.233542004441645
2011-Q2,Pampeana,Gran Parana,1. Resto país,52108,279547,18.640157111326538
2011-Q2,Pampeana,Gran Rosario,1. Resto país,214557,1268294,16.916976663139618
2011-Q2,Pampeana,Gran Santa Fe,1. Resto país,90245,510478,17.678528751483906
2011-Q2,Pampeana,Mar del Plata - Batan,1. Resto país,109682,622703,17.61385443782991
2011-Q2,Pampeana,Rio Cuarto,1. Resto país,31063,165537,18.76498909609332
2011-Q2,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,25181,180633,13.94042063188897
2011-Q2,Pampeana,Santa Rosa - Toay,1. Resto país,18251,123037,14.833749197395903
2011-Q2,Patagonica,Cdro. Rivadavia - R.Tilly,1. Resto país,20509,144210,14.221621246792871
2011-Q2,Patagonica,Neuquen - Plottier,1. Resto país,41934,268859,15.597022974867865
2011-Q2,Patagonica,Rawson - Trelew,1. Resto país,17677,130356,13.560557243241583
2011-Q2,Patagonica,Rio Gallegos,1. Resto país,15875,92623,17.139371430422248
2011-Q2,Patagonica,Ushuaia - Rio Grande,1. Resto país,16897,124568,13.564478838867124
2011-Q2,Patagonica,Viedma - Carmen de Patagones.,1. Resto país,12124,77069,15.731357614605093
2011-Q3,Cuyo,Gran Mendoza,1. Resto país,177598,910117,19.5137548249291
2011-Q3,Cuyo,Gran San Juan,1. Resto país,68636,475143,14.445335404288814
2011-Q3,Cuyo,San Luis - El Chorrillo,1. Resto país,25753,208216,12.368405886195106
2011-Q3,Gran Buenos Aires,Ciudad de Buenos Aires,1. Resto país,1066878,2999541,35.5680419104123
2011-Q3,Gran Buenos Aires,Partidos del GBA,1. Resto país,1191666,10157448,11.73194290534394
2011-Q3,Nordeste,Corrientes,1. Resto país,66766,364203,18.33208403006016
2011-Q3,Nordeste,Formosa,1. Resto país,24477,245120,9.985721279373367
2011-Q3,Nordeste,Gran Resistencia,1. Resto país,52507,396127,13.255092432477463
2011-Q3,Nordeste,Posadas,1. Resto país,38258,303581,12.602237952968071
2011-Q3,Noroeste,Gran Catamarca,2. NOA-Resto,34692,209013,16.598010650055258
2011-Q3,Noroeste,Gran Tucuman - T. Viejo,2. NOA-Resto,150782,821051,18.364510852553618
2011-Q3,Noroeste,Jujuy - Palpala,2. NOA-Resto,55858,314274,17.773662472873987
2011-Q3,Noroeste,La Rioja,3. La Rioja,27429,186424,14.713234347508905
2011-Q3,Noroeste,S. del Estero - La Banda,2. NOA-Resto,51397,376864,13.638076335229684
2011-Q3,Noroeste,Salta,2. NOA-Resto,91389,546751,16.714921417610576
2011-Q3,Pampeana,Bahia Blanca - Cerri,1. Resto país,51679,312839,16.519359798490598
2011-Q3,Pampeana,Concordia,1. Resto país,17132,154280,11.104485351309307
2011-Q3,Pampeana,Gran Cordoba,1. Resto país,291242,1419242,20.520954143127106
2011-Q3,Pampeana,Gran La Plata,1. Resto país,182321,752239,24.23711081185634
2011-Q3,Pampeana,Gran Parana,1. Resto país,50547,280413,18.025911780124318
2011-Q3,Pampeana,Gran Rosario,1. Resto país,208713,1270235,16.43105409628927
2011-Q3,Pampeana,Gran Santa Fe,1. Resto país,81816,511729,15.988149977820292
2011-Q3,Pampeana,Mar del Plata - Batan,1. Resto país,109943,624068,17.617150695116557
2011-Q3,Pampeana,Rio Cuarto,1. Resto país,30915,165899,18.634832036359473
2011-Q3,Pampeana,San Nicolas - Villa Constitucion,1. Resto país,24534,180873,13.564213564213565
